gene	chr	pos	basemean	log2fc	pvalue	padj
Gene_2159	chr12	72377713	295.2	0.3611	8.950499e-02	1.528805e-02
Gene_6458	chr12	118425556	237.4	0.0051	2.096275e-01	1.885952e-01
Gene_5580	chr10	88739057	91.7	0.0409	2.604022e-01	3.216661e-01
Gene_0494	chr6	82807323	1240.5	-0.3717	1.022231e-01	1.158956e-01
Gene_7982	chr3	150021904	65.0	-2.2971	9.141176e-04	2.294243e-01
Gene_5835	chr2	159931482	63.9	0.1208	7.712645e-02	5.566171e-03
Gene_7701	chr2	1140189	487.1	-2.4319	5.896300e-04	5.174905e-02
Gene_3460	chr19	39010378	8.8	0.4125	1.677790e-03	2.322100e-01
Gene_4612	chr18	44598575	79.9	0.3789	2.239398e-02	6.620655e-04
Gene_3868	chr2	70178997	440.4	0.3744	4.692344e-02	9.250889e-04
Gene_4325	chr22	20458463	19.3	0.0926	3.067425e-02	2.775427e-01
Gene_5761	chr17	21484800	731.4	0.1412	6.230803e-02	6.230851e-02
Gene_3288	chr9	60644141	3.1	-0.0665	4.407955e-01	6.867615e-02
Gene_6249	chr4	123012775	35.0	-0.1172	4.758366e-02	1.268505e-03
Gene_1886	chr2	79690825	465.8	0.0255	3.603370e-02	5.092008e-02
Gene_7551	chr5	115182327	7918.2	0.3285	6.474546e-03	3.201235e-06
Gene_7770	chr9	99670719	573.2	2.7674	4.830406e-04	1.610126e-01
Gene_6354	chr13	111557096	2799.8	0.679	2.641975e-01	8.229237e-02
Gene_2733	chr19	10518309	206.8	0.0124	1.183120e-03	8.579586e-04
Gene_0077	chrY	11623797	100.4	-0.7223	4.984932e-01	1.096912e-01
Gene_6778	chr9	69254561	2183.5	0.0068	1.460921e-02	3.351158e-01
Gene_2530	chr1	166501871	453.5	0.3229	1.042938e-02	9.040712e-02
Gene_7001	chr2	30518307	483.2	0.0393	6.711501e-02	2.214834e-01
Gene_6806	chr21	34092322	1036.0	0.0642	3.120101e-02	2.139197e-02
Gene_3876	chr10	35662519	35.8	-0.0116	2.390807e-02	2.902451e-04
Gene_3773	chr5	59138415	371.6	-0.0162	7.870331e-02	1.058825e-03
Gene_0518	chr6	34263874	36.8	-0.4937	8.650858e-02	4.781767e-02
Gene_5731	chr16	57741734	999.2	0.2884	1.137738e-01	6.796627e-01
Gene_5500	chr4	136612267	322.3	0.014	3.196921e-01	1.970436e-02
Gene_3863	chr14	38020376	9.8	0.1104	1.736648e-01	5.340139e-02
Gene_0381	chr13	15362626	3079.9	0.5028	3.871909e-04	1.771669e-02
Gene_2354	chr2	215602036	635.8	0.1094	6.949110e-02	6.374330e-02
Gene_5776	chr14	72479472	188.2	0.0233	1.268686e-01	2.500829e-02
Gene_6760	chr6	138059772	1260.8	0.0008	9.744054e-04	1.251528e-01
Gene_6856	chr4	64609986	2.5	-0.0422	1.110769e-02	1.784315e-01
Gene_0130	chr11	127664048	21.0	0.1862	1.046711e-01	6.722497e-06
Gene_1456	chr13	84363779	39.1	-0.4069	1.398770e-01	4.381157e-02
Gene_3044	chr14	66970990	4.5	-0.0158	8.900990e-02	8.272399e-02
Gene_7734	chr11	33375076	761.1	-3.4736	6.025184e-04	2.823236e-01
Gene_2303	chr14	31305990	350.5	-0.065	1.678659e-02	6.689632e-02
Gene_2597	chr19	30372882	191.5	-0.3914	4.892126e-01	4.005668e-02
Gene_1951	chr15	26343927	222.2	0.6962	8.528635e-02	5.180281e-02
Gene_3788	chr2	214181106	74.3	0.2842	1.019633e-01	1.770214e-02
Gene_4442	chr6	72974387	10.7	-0.4451	1.123199e-01	2.717907e-01
Gene_6508	chr18	63993203	23.3	0.4684	1.408253e-01	2.832171e-01
Gene_7292	chr3	197802948	1307.4	0.0111	3.159472e-02	2.738678e-02
Gene_3605	chr19	4242547	31.1	-0.23	1.420175e-01	1.346093e-01
Gene_4190	chr2	55363944	4439.4	0.1456	2.239433e-01	1.015708e-01
Gene_3177	chr8	88421292	132.6	-0.3498	1.454743e-01	1.317476e-03
Gene_0009	chr14	64257858	555.2	-1.0147	1.147542e-01	2.718336e-01
Gene_7174	chr9	114995511	5.2	-0.3543	2.962150e-02	2.020621e-02
Gene_6269	chr5	176059304	136.4	-0.4676	3.294245e-01	1.964319e-04
Gene_3874	chr2	209834034	270.4	0.1337	6.426597e-02	3.399090e-01
Gene_1392	chr13	23203647	691.7	0.0795	8.978432e-03	1.239620e-01
Gene_1640	chr11	94692802	5148.6	0.1273	1.345805e-01	4.392930e-02
Gene_2851	chr15	40001244	127.0	0.1506	1.571869e-01	9.102175e-02
Gene_1846	chr6	59138056	3112.1	-0.0345	7.592532e-03	3.542629e-01
Gene_2005	chr11	71076789	1388.3	0.0835	8.764569e-02	1.153872e-02
Gene_6589	chr3	40370195	476.8	-0.6862	2.011703e-02	5.018677e-01
Gene_1214	chr16	70596123	657.8	-0.4653	1.301456e-01	4.427435e-05
Gene_1891	chr16	32350598	46.0	0.2496	3.540252e-03	3.177000e-03
Gene_2640	chr2	186919505	942.6	-0.2491	3.929432e-01	2.363300e-01
Gene_1871	chr11	123717472	68.7	0.2597	1.496213e-02	1.318921e-02
Gene_2324	chr9	84950448	1285.7	0.0154	1.286197e-02	4.769420e-01
Gene_2234	chr4	182642316	29.6	-0.4354	2.308461e-05	2.348240e-01
Gene_1508	chr1	137552889	36.7	-0.0087	1.594921e-02	1.561199e-02
Gene_5447	chr5	104813253	104.1	-0.2037	1.822433e-02	4.260572e-01
Gene_3041	chr5	176395306	863.7	-0.2159	1.737291e-02	3.606790e-05
Gene_7465	chr4	121723715	533.9	0.6755	1.016800e-03	1.279521e-03
Gene_6042	chr2	5868993	57.9	-0.2865	5.402059e-02	6.240522e-02
Gene_5376	chr13	103123983	74.1	-0.0608	4.452219e-04	5.705067e-02
Gene_4837	chr17	78073329	388.1	0.3276	8.799568e-02	9.035556e-02
Gene_4127	chr9	83667515	1896.5	-0.1582	4.127891e-01	3.567912e-03
Gene_0811	chr4	142431754	20.5	0.0872	1.642680e-01	3.515401e-01
Gene_5515	chr4	109166432	847.8	0.6675	9.543463e-02	1.455366e-01
Gene_5478	chr1	41777252	135.0	-0.6862	4.323262e-01	1.809336e-04
Gene_5448	chr8	80715206	73.4	-0.0358	1.350121e-02	1.055849e-03
Gene_4491	chr18	52217987	0.4	0.3328	1.243301e-01	2.111858e-01
Gene_2978	chrY	7832729	68.0	0.3132	5.928382e-06	1.359876e-01
Gene_5767	chr12	45564077	10.1	-0.0003	2.809794e-01	5.890061e-02
Gene_5120	chr16	21181638	6.6	0.0793	9.261777e-02	9.235454e-03
Gene_3412	chr4	99744237	133.0	-0.1785	6.879808e-01	9.300027e-02
Gene_7931	chr3	150318876	44.1	-3.5503	2.375038e-04	9.367458e-02
Gene_4398	chr16	47901321	21.3	0.1812	4.259373e-02	2.121327e-01
Gene_1174	chr6	21878427	20.0	0.2975	3.666164e-02	8.193070e-02
Gene_3667	chr13	106319322	8.7	-0.2251	3.879809e-02	2.494772e-03
Gene_1900	chr6	2998278	7.8	-0.0529	7.988017e-03	2.411740e-01
Gene_5880	chr13	59798438	604.2	-0.3693	4.277925e-02	1.156027e-01
Gene_1832	chr3	81391639	999.7	0.3982	2.963937e-01	2.440760e-04
Gene_5895	chr11	81664195	5.2	-0.6579	1.939187e-01	7.479310e-02
Gene_8000	chr3	186974770	125.7	3.8247	5.135150e-04	4.782723e-04
Gene_4006	chr22	9754044	287.1	-0.152	4.927505e-02	1.801854e-01
Gene_6878	chr10	83187278	63.2	-0.0506	1.896133e-01	5.619201e-04
Gene_3673	chr16	63238639	189.1	0.0317	3.100060e-03	3.639242e-02
Gene_4083	chr3	144762403	405.4	-0.4948	5.194584e-03	1.603486e-02
Gene_6699	chr2	204156300	2612.7	0.1792	1.038947e-01	2.106901e-02
Gene_2649	chr6	136347437	149.9	0.0471	4.300330e-03	1.207644e-01
Gene_6942	chr4	132789008	8.6	0.1903	1.214039e-02	7.338173e-03
Gene_2360	chr7	125920412	82.4	0.1338	1.965238e-05	1.984150e-02
Gene_7633	chr22	7701021	588.4	-2.8082	7.233494e-04	3.205230e-03
Gene_6375	chr7	56193883	17.5	0.1633	5.302374e-04	1.058881e-01
Gene_0922	chr5	83797486	66.9	-0.0568	1.349689e-01	6.640542e-02
Gene_6763	chr21	43933165	524.2	-0.0327	4.080289e-02	2.568959e-03
Gene_2258	chr7	32689150	2421.9	-0.2132	1.320476e-01	8.525768e-03
Gene_2212	chr3	4932207	31.1	-0.419	7.855638e-02	2.334939e-01
Gene_5144	chr2	227913364	180.9	0.435	2.711854e-01	5.729427e-02
Gene_3491	chrX	154801653	21.8	0.036	1.111654e-01	7.096566e-04
Gene_0365	chr14	979582	1170.3	-0.0808	3.359180e-01	4.414010e-02
Gene_6639	chr2	106767293	196.0	0.1783	3.912480e-02	5.930077e-02
Gene_7892	chr5	119477479	19.0	3.3572	8.519132e-04	3.070791e-02
Gene_0903	chr9	124624184	13.9	0.064	2.100776e-01	8.923359e-04
Gene_0406	chr10	42385078	30.1	0.077	5.192927e-02	8.851957e-02
Gene_0434	chr9	66708150	28.5	0.036	3.295930e-04	7.687440e-02
Gene_7638	chr15	42063060	559.8	2.8071	2.354921e-04	8.036062e-04
Gene_0583	chr12	31066007	183.0	-0.2149	1.815166e-02	6.930094e-03
Gene_6648	chr4	75003665	301.2	0.1377	3.119783e-01	8.587499e-02
Gene_0505	chr3	91983609	107.3	-0.471	1.775222e-01	3.444240e-02
Gene_6909	chrX	16126289	122.9	0.4235	2.905531e-01	2.958670e-01
Gene_1282	chr13	11493606	52002.2	0.0664	8.012187e-02	6.035102e-02
Gene_7530	chr6	137387793	43.5	-0.1496	1.336576e-01	5.568491e-03
Gene_0766	chrX	34496584	213.7	0.4659	4.281033e-03	3.851266e-02
Gene_7366	chr8	86736523	60.2	-0.0464	2.307640e-02	3.039189e-01
Gene_3016	chr3	180047236	115.1	0.4143	2.243449e-02	1.074205e-01
Gene_5798	chr13	110519867	797.6	0.5258	1.656382e-03	9.478287e-02
Gene_0808	chr15	78918402	4.6	-0.4006	5.116570e-02	4.065177e-01
Gene_7309	chr5	92236258	1.7	-0.1107	3.138847e-02	5.986623e-03
Gene_2309	chr1	209214916	22.7	-0.1781	3.979388e-02	1.069034e-01
Gene_1111	chr7	12164079	67.8	-0.3625	3.419303e-02	3.908114e-03
Gene_7739	chr20	2634660	215.7	4.103	4.520571e-05	4.889881e-02
Gene_3266	chr2	224237593	27.6	0.1836	1.775911e-03	9.454728e-03
Gene_5957	chr8	119425053	79.9	-0.2734	1.536430e-01	4.985838e-02
Gene_2080	chr13	88259628	265.2	-0.1017	6.350845e-05	3.739978e-01
Gene_7397	chr13	69704038	9.9	0.4871	1.786485e-02	1.325264e-01
Gene_4146	chrY	2465861	1318.0	-0.2745	2.513333e-05	1.481301e-02
Gene_5236	chr16	7556485	227.4	0.7351	2.225633e-01	9.499785e-02
Gene_4709	chr6	136690241	511.9	-0.4788	3.298261e-04	4.400070e-04
Gene_1741	chrX	98428479	14372.2	0.7224	2.269734e-02	3.718405e-01
Gene_6500	chr1	38080364	197.4	-0.5439	4.143574e-01	4.333906e-02
Gene_1704	chr11	47915343	273.1	-0.3567	3.618057e-04	1.942873e-01
Gene_0270	chr7	47799232	4.7	0.2204	2.507901e-02	1.948665e-04
Gene_1574	chr4	16805886	10.1	0.0681	1.080203e-02	5.201406e-03
Gene_5859	chr9	39538027	40248.2	0.1646	2.428158e-02	3.791321e-04
Gene_2300	chr11	29263649	1287.2	0.4332	3.101381e-02	3.758274e-02
Gene_0155	chr16	17273401	319.4	-0.0738	2.381318e-01	2.004782e-02
Gene_0790	chr11	9195169	639.2	-0.6662	2.108420e-02	2.202383e-02
Gene_5167	chr17	51535562	502.9	0.0891	9.176159e-04	5.952519e-01
Gene_0240	chrX	120284653	83.7	0.5746	1.336528e-01	6.146309e-02
Gene_1543	chr11	29625850	48.4	0.2075	4.884643e-04	1.523620e-01
Gene_4937	chr11	2839594	4660.5	0.0719	9.180815e-02	2.160842e-02
Gene_0734	chr2	122970033	18.5	0.1426	1.514902e-03	7.762672e-02
Gene_2636	chr14	80516994	22.4	0.2869	5.149561e-03	6.981659e-02
Gene_6663	chr13	17939710	109.9	0.3173	1.926829e-01	1.026642e-01
Gene_5764	chr7	155633854	235.3	-0.1301	2.777692e-02	9.375045e-05
Gene_5900	chr5	173582202	35.7	0.0683	1.296263e-04	8.178864e-04
Gene_5126	chr3	22863506	13.7	-0.1786	4.474160e-04	7.536802e-03
Gene_6854	chr7	23062386	104.1	0.1621	5.627800e-02	8.604281e-03
Gene_4629	chr6	156849714	968.1	-0.5299	6.036741e-02	4.236712e-01
Gene_1878	chr7	91278869	16.2	0.2721	5.606972e-02	4.874528e-02
Gene_2220	chr7	20929771	7.1	-0.3599	1.568270e-02	1.197916e-04
Gene_0066	chr18	43689238	3.1	-0.0321	6.859341e-02	7.811690e-02
Gene_6178	chr1	85277900	12.3	-0.1626	1.723095e-01	1.098664e-03
Gene_4043	chrY	4071890	35.2	-0.1874	3.851670e-01	6.572356e-01
Gene_7959	chr16	43680609	2128.1	-3.2491	7.443587e-04	2.082674e-02
Gene_4960	chr1	156355930	22747.5	-0.0421	5.384266e-01	5.287804e-01
Gene_0879	chr2	47714804	127.3	0.5375	1.368240e-03	8.151949e-02
Gene_0850	chr15	46044203	369.8	-0.0654	7.802534e-02	1.395588e-03
Gene_7247	chr8	123877973	243.3	0.5573	1.059776e-01	3.596852e-02
Gene_2182	chr6	14250674	239.3	-0.7648	9.176508e-05	1.306565e-02
Gene_5589	chr9	51362061	277.8	-0.4952	1.462094e-01	2.320094e-02
Gene_5806	chr20	25092679	545.8	0.3601	1.460979e-01	3.196299e-02
Gene_4024	chrY	7282061	68.3	-0.4149	2.063829e-01	8.974877e-02
Gene_3584	chr6	136793055	231.2	0.5635	7.496359e-03	9.880989e-04
Gene_3969	chr12	116857279	3.0	-0.0964	5.536573e-03	7.972277e-02
Gene_6424	chr15	56455990	49.6	0.2649	5.510020e-05	2.435937e-01
Gene_6598	chr8	7115376	32.2	-0.2686	1.903312e-01	1.198952e-02
Gene_2335	chr13	76040003	563.5	-0.2724	1.160942e-01	6.004066e-02
Gene_0478	chr12	98017124	385.3	0.4517	7.292109e-02	8.854033e-04
Gene_4471	chr18	51379346	741.3	-0.0329	5.081379e-02	2.046545e-02
Gene_1992	chr20	62818253	1544.8	0.0713	3.423185e-03	1.690138e-01
Gene_1087	chr16	66787622	36.5	0.2077	5.397942e-04	8.153774e-03
Gene_3790	chrY	32801923	4555.0	-0.1831	7.056891e-02	3.268836e-03
Gene_4696	chr1	218860510	498.5	-0.1366	8.044724e-03	1.816411e-02
Gene_4363	chr10	92134202	80.6	-0.042	4.101058e-03	9.140642e-02
Gene_1913	chr11	92276864	273.6	-0.3703	2.213900e-02	1.749688e-02
Gene_5904	chr20	57410294	26.5	-0.1246	2.917579e-01	8.822992e-02
Gene_2432	chr4	2786279	341.1	0.3233	2.012088e-02	3.309072e-08
Gene_6571	chr1	52243599	3636.2	-0.2564	3.033128e-01	9.307577e-03
Gene_4845	chr12	69489097	192.4	0.2237	2.382502e-04	9.898569e-06
Gene_4676	chr4	91486888	6.2	0.0306	2.903631e-01	1.545116e-03
Gene_2546	chr12	24630513	558.3	-0.5032	5.781481e-05	3.020054e-02
Gene_5287	chr9	114889291	87.0	-0.8574	1.297519e-01	1.230553e-01
Gene_0829	chr6	150326498	9.1	0.5388	3.740157e-01	6.903684e-02
Gene_7383	chr4	22694756	7603.8	-0.2229	1.145813e-02	1.196706e-03
Gene_6115	chr4	178222138	2.2	-0.1189	3.283978e-03	1.794620e-01
Gene_1933	chr5	9428144	353.8	0.2828	3.544722e-02	2.033338e-03
Gene_3619	chrX	143309783	626.9	0.6395	3.154324e-02	1.717868e-01
Gene_0217	chr4	140805938	125.7	-0.0257	1.599759e-01	3.519170e-02
Gene_4978	chr21	17767272	178.1	-0.226	1.077772e-01	1.677337e-01
Gene_3579	chr11	35668997	641.5	-0.4571	1.658768e-01	2.760483e-01
Gene_3556	chr3	152089471	665.0	-0.033	3.183179e-01	5.231435e-02
Gene_7936	chr14	6786414	1487.7	-5.2425	7.690820e-04	9.316022e-04
Gene_3937	chr2	110023025	246.6	0.1944	8.979375e-03	4.187235e-02
Gene_6027	chr4	53796429	86.4	0.2408	1.106986e-01	5.161328e-02
Gene_2869	chr18	12212437	23.3	-0.8295	3.721027e-03	3.768980e-02
Gene_2327	chr11	95670311	7333.3	0.2219	1.183187e-01	2.021767e-01
Gene_0830	chr4	88215347	619.7	-0.2625	1.675578e-02	3.956686e-02
Gene_0891	chr2	147907339	59.0	-0.1886	2.136876e-02	6.618378e-02
Gene_0720	chr7	61710133	16.2	0.1892	2.739708e-02	6.199423e-02
Gene_4185	chr16	1747845	15695.8	0.3584	6.635779e-02	2.529053e-01
Gene_6470	chrX	89382077	140.7	0.0587	3.724488e-04	5.008030e-02
Gene_4103	chr14	89992572	87.6	-0.3581	1.191492e-02	1.968753e-01
Gene_6334	chr11	130571867	117.7	0.1153	2.985359e-02	8.573472e-03
Gene_0317	chr16	51808119	28.9	-0.5606	8.113634e-02	1.087595e-01
Gene_3357	chr7	134529085	13.6	0.136	7.219081e-02	2.461479e-01
Gene_4858	chr7	97197302	2.3	-0.0928	1.062560e-04	1.029618e-03
Gene_6391	chr1	95905720	8.7	-0.3482	5.728494e-02	1.196329e-01
Gene_5003	chr17	41066562	297.3	-0.2627	4.208292e-01	2.453422e-03
Gene_3735	chr12	13050514	83.4	0.0673	1.286953e-01	8.428891e-02
Gene_0804	chr16	56132765	13.6	0.0375	7.263342e-02	3.553436e-01
Gene_1015	chrX	86130563	40.4	-0.2331	7.545633e-05	7.613974e-02
Gene_6210	chr8	11364355	36.2	0.1847	1.281668e-01	3.252298e-02
Gene_7189	chr5	136752596	23945.4	-0.3171	2.501091e-02	9.138291e-02
Gene_6659	chr10	57161133	835.0	-0.2142	1.346260e-02	1.674527e-01
Gene_3313	chr7	103825930	1913.9	-0.1748	2.857059e-01	5.744027e-02
Gene_3147	chr8	95925419	150.5	0.492	9.554231e-03	1.854579e-02
Gene_6586	chr14	50301116	26.1	-0.0282	8.768102e-02	3.721104e-03
Gene_7280	chr9	76166629	119.4	0.6922	3.309925e-01	2.841391e-01
Gene_0059	chr2	52075394	106.6	0.2456	2.065045e-02	2.109415e-05
Gene_7519	chr4	151119884	5.1	0.312	2.608222e-02	1.062352e-03
Gene_0083	chr17	52425436	30.4	0.3957	8.492582e-03	1.830845e-01
Gene_5929	chr3	125660915	30.4	0.0236	2.122758e-03	7.694770e-03
Gene_5569	chrY	24232344	1159.0	0.1245	3.168032e-02	2.419548e-03
Gene_2209	chr5	9961175	753.1	-0.5328	3.537510e-01	7.617984e-02
Gene_0800	chr13	26695276	26.5	0.0045	5.299746e-03	3.136359e-01
Gene_2729	chr9	41485762	109.5	-0.1054	2.883431e-01	8.677679e-03
Gene_0946	chrX	104240438	396.5	-0.2783	6.787833e-05	4.966158e-02
Gene_6846	chr7	65266207	4.4	-0.0328	8.519722e-02	2.071789e-04
Gene_7479	chr5	153220454	11.9	0.1992	1.178395e-01	1.096926e-04
Gene_2710	chr2	47417954	15.9	-0.0706	4.104797e-02	7.692834e-06
Gene_0947	chrX	151811418	2393.2	-0.0934	1.556754e-02	4.089782e-02
Gene_5135	chr3	144580636	984.6	-0.2072	9.005041e-02	4.020301e-02
Gene_4204	chr9	45013931	912.3	0.6377	2.601729e-03	4.712369e-02
Gene_4366	chr1	76054025	49.5	-0.0768	1.203162e-03	1.039400e-01
Gene_3393	chr6	28004998	32.8	-0.1222	2.008600e-02	9.471369e-02
Gene_3970	chr7	2389906	58.8	-0.3414	9.265917e-04	5.683716e-04
Gene_6227	chr13	37687290	15.5	0.1013	3.069365e-02	7.899526e-02
Gene_5337	chr7	58379309	7.0	0.1461	6.811819e-02	5.241232e-02
Gene_4635	chr1	104721815	210.1	0.0825	1.611798e-01	8.772480e-03
Gene_4914	chr15	89740653	8.1	-0.34	3.825152e-02	1.628831e-01
Gene_0042	chr5	39923927	67.1	0.1324	1.343183e-01	5.365416e-02
Gene_2678	chr6	46628191	545.0	-0.5699	1.554818e-02	1.005604e-03
Gene_2599	chrX	153552874	27.0	-0.1393	1.840693e-01	1.090895e-01
Gene_4212	chr2	130300779	116.6	-0.1903	1.757831e-01	3.447855e-05
Gene_5857	chr3	197071215	1329.7	-0.3109	3.884853e-02	6.189478e-04
Gene_5638	chr6	149216374	4.3	-0.2878	3.551826e-03	2.667981e-03
Gene_5791	chr22	38406466	35.6	-0.3092	7.148143e-03	1.881169e-01
Gene_4028	chr1	171183397	457.0	-0.5506	7.635685e-02	5.622210e-04
Gene_1527	chr3	81293805	122.5	0.0643	1.297223e-02	1.218219e-02
Gene_5089	chr3	140142284	153.9	-0.5613	1.410166e-01	6.974745e-06
Gene_6289	chr11	636025	1198.0	0.2799	4.792565e-02	3.688927e-01
Gene_7943	chr2	148823636	397.6	-2.4092	1.154163e-05	1.660547e-01
Gene_0917	chr15	23829927	62.5	-0.3454	2.581424e-02	1.379132e-01
Gene_7349	chr12	26582568	31.0	-0.1051	1.352516e-01	3.476934e-03
Gene_3998	chr21	8537969	286.2	0.1028	2.994756e-02	1.975293e-02
Gene_3211	chr17	32445412	29.1	-0.8751	8.334386e-02	2.670532e-01
Gene_2782	chr18	23338860	824.4	0.0261	4.731627e-02	2.539745e-03
Gene_1485	chr14	105198781	243.8	-0.4316	4.345059e-02	2.834316e-02
Gene_3920	chr2	80471973	568.5	0.1485	3.888946e-02	5.820175e-02
Gene_6469	chr4	100468848	110.9	-0.1878	5.197497e-04	4.225957e-01
Gene_4515	chr8	36545972	66.7	-0.3977	1.978488e-05	1.091015e-01
Gene_6793	chr4	11838037	130.8	-0.016	3.856958e-01	2.398088e-01
Gene_2117	chr18	23361749	364.2	0.3181	4.682644e-02	2.159443e-02
Gene_2400	chr10	49922731	54.0	0.0447	2.294734e-02	2.054204e-02
Gene_7813	chr1	178999198	58.2	2.5194	4.757317e-04	9.887021e-02
Gene_3828	chr18	7023331	796.1	0.2204	3.893354e-02	2.099483e-01
Gene_4867	chr4	67630156	1533.1	0.0971	1.314637e-02	6.935439e-04
Gene_3365	chr21	12532710	251.0	0.3699	1.542391e-02	1.821043e-01
Gene_4917	chr8	17446192	11.5	-0.2343	4.029973e-02	1.544064e-02
Gene_3867	chr2	201841531	286.7	-0.4013	3.444393e-01	1.182533e-01
Gene_3226	chr12	113374723	104.2	0.1806	3.936952e-03	1.342871e-01
Gene_4957	chr8	48723460	921.7	0.375	3.959797e-02	6.767393e-01
Gene_6844	chr3	185983844	133.8	0.0151	1.386667e-01	7.324944e-02
Gene_1533	chr10	99124372	1376.3	-0.2144	1.892144e-01	5.386576e-02
Gene_3254	chr11	30807201	14.9	0.2239	1.932164e-02	7.013207e-02
Gene_1470	chr3	180850594	108.4	-0.0337	7.990476e-03	8.021370e-03
Gene_5800	chr14	48519010	16.6	0.4301	1.340551e-02	7.893373e-02
Gene_5178	chr2	73613379	4.9	0.1901	1.711795e-02	1.426751e-01
Gene_7172	chr18	11104257	62.6	0.1358	3.176833e-05	5.177504e-03
Gene_7243	chr6	165050974	517.0	-0.226	1.994000e-02	3.474170e-01
Gene_2140	chr12	20121518	838.2	0.1521	5.233652e-02	2.048331e-02
Gene_7255	chrX	13763964	72.0	-0.056	3.760419e-02	5.174311e-03
Gene_3164	chr1	199756780	103.0	-0.0479	7.383187e-02	5.195954e-01
Gene_1390	chr20	2956182	61.0	0.252	5.341329e-02	1.582905e-01
Gene_4622	chrX	32851198	14.0	-0.1408	2.496935e-02	7.048542e-02
Gene_0588	chr4	67975390	225.7	-0.261	8.600440e-03	6.266875e-03
Gene_3324	chr19	38334010	8.1	0.0634	8.216126e-02	2.033980e-02
Gene_4437	chr2	207965743	330.1	-0.1032	1.184471e-01	4.580963e-02
Gene_2200	chr7	146636221	91.0	-0.2759	1.602701e-02	6.690104e-03
Gene_3021	chr4	17726001	4.9	0.026	3.678089e-02	1.041746e-01
Gene_5302	chr2	207397486	632.7	0.5508	1.763958e-01	1.578874e-01
Gene_7796	chr2	72521194	158.7	-3.8652	3.590009e-05	3.537121e-01
Gene_0977	chr2	122964224	64.9	-0.2148	2.361241e-01	2.295446e-01
Gene_3473	chr3	139915496	1699.2	0.21	2.050046e-01	2.175057e-01
Gene_7433	chr2	31798639	68.7	0.0684	7.493565e-02	1.168414e-04
Gene_3281	chr22	7204564	143.0	0.1997	5.588173e-02	7.205547e-03
Gene_0405	chr12	3494030	155.3	0.3371	5.677702e-02	8.123173e-02
Gene_3814	chr5	110864783	102.3	0.2703	3.964196e-03	1.561489e-02
Gene_7286	chr9	39076503	24.0	-0.0447	8.674148e-02	2.396741e-01
Gene_4542	chr1	58202094	78.0	0.0357	2.623938e-01	6.460882e-03
Gene_6591	chr10	26640197	1418.4	0.3996	1.785676e-01	1.017506e-02
Gene_7284	chr15	96022767	356.4	-0.2116	3.804170e-03	8.532598e-02
Gene_6558	chr15	60542905	24447.8	0.2793	3.399388e-01	7.068926e-04
Gene_6879	chr13	29080765	425.1	-0.2938	1.555168e-01	6.989281e-03
Gene_7313	chr10	716301	53.4	0.2898	2.685703e-01	1.218207e-01
Gene_2628	chr8	9844091	665.7	0.0109	7.032757e-04	1.660574e-01
Gene_0443	chr14	48840481	393.3	0.1209	2.151900e-03	5.529980e-03
Gene_2045	chr17	8644158	399.9	-0.0908	1.070873e-01	1.774902e-01
Gene_3577	chr9	2897597	14.9	-0.3941	4.380305e-01	1.493702e-01
Gene_7728	chr3	110317893	21.9	-3.6167	2.834797e-04	3.097682e-02
Gene_2552	chr3	18243695	3178.6	-0.5319	3.468821e-03	2.848604e-02
Gene_7557	chr1	101783791	14.3	0.391	9.230614e-02	1.525688e-01
Gene_2417	chr2	200839354	1385.2	0.3672	3.491589e-04	1.073429e-01
Gene_3663	chr5	149466481	354.1	0.0606	1.882943e-02	2.738351e-03
Gene_0628	chrX	101833322	182.6	-0.0202	7.176461e-02	4.364644e-01
Gene_4967	chr1	16710512	2155.6	-0.0476	4.431417e-02	6.411819e-03
Gene_3639	chrY	20043369	768.5	-0.4484	7.649228e-02	5.066566e-02
Gene_6857	chr9	127610036	278.4	0.7485	1.534627e-01	2.196731e-02
Gene_4386	chr18	72751822	313.2	-0.2641	1.999504e-03	2.821030e-01
Gene_7658	chr1	115560628	27.8	-3.0014	4.498248e-04	9.574095e-02
Gene_5784	chr9	81902876	1586.7	0.1307	3.778905e-02	3.389915e-01
Gene_2170	chr7	104901710	98.0	0.27	3.017959e-01	1.565822e-03
Gene_3207	chr1	167967668	34.2	0.4529	2.933364e-01	1.471311e-02
Gene_6852	chr11	80661743	695.3	0.8569	7.957657e-03	1.153258e-01
Gene_5320	chr4	154188918	129.9	-0.0855	1.342732e-02	2.463880e-02
Gene_5115	chr1	180431570	134.3	0.0414	1.312634e-01	2.115519e-01
Gene_5699	chr7	61294074	2302.0	0.0433	8.808669e-03	1.119395e-02
Gene_4974	chr3	146586852	7.8	0.0369	1.443285e-02	1.563597e-01
Gene_0112	chr16	72313362	104.9	0.622	9.725935e-02	2.639210e-02
Gene_1978	chr5	1613956	1048.6	-0.4555	2.071979e-04	1.538540e-03
Gene_6134	chr14	86214978	2296.2	0.3835	2.647650e-01	7.405381e-04
Gene_1718	chr11	93730046	25.6	0.0043	2.102492e-04	4.127986e-06
Gene_1824	chr2	10624758	2.0	0.1591	1.642111e-01	1.421110e-01
Gene_1300	chr1	166463704	652.5	0.0944	9.362012e-03	7.164371e-02
Gene_7158	chr19	55739731	572.4	-0.0434	1.138853e-01	3.291112e-03
